n_HD	HD	DM	GC	HR	HIP	RAJ2000	DEJ2000	Vmag	Fl	Bayer	Cst	Simbad
M	 44478	BD+22  1304 	 8208	2286	 30343	06 22 57.59	+22 30 49.9	 2.87	 13	mu.  	Gem	Simbad
 	 44537	BD+49  1488 	 8235	2289	 30520	06 24 53.90	+49 17 16.4	 4.92	 46	psi01	Aur	Simbad
 	 44639	BD-02  1581 	 8213	    	      	06 22 43.50	-02 11 42.0	 9.80	   	V    	Mon	Simbad
 	 44691	BD+56  1125 	 8281	2291	 30651	06 26 25.86	+56 17 06.2	 5.53	   	RR   	Lyn	Simbad
 	 44708	BD+58   927 	 8287	2293	 30679	06 26 48.88	+58 25 02.7	 5.21	  5	     	Lyn	Simbad
M	 44743	BD-17  1467 	 8223	2294	 30324	06 22 41.99	-17 57 21.3	 1.98	  2	bet  	CMa	Simbad
X	 44762	CD-33  2927 	 8214	2296	 30277	06 22 06.85	-33 26 10.6	 3.85	   	del  	Col	Simbad
X	 44762	CD-33  2927 	 8214	2296	 30277	06 22 06.85	-33 26 10.6	 3.85	  3	     	CMa	Simbad
X	 44769	BD+04  1236 	 8240	2298	 30419	06 23 46.10	+04 35 34.2	 4.39	  8	eps  	Mon	Simbad
X	 44769	BD+04  1236 	 8240	2298	 30419	06 23 46.10	+04 35 34.2	 4.39	  8	eps01	Mon	Simbad
X	 44770	BD+04  1237 	 8241	2299	 30422	06 23 46.50	+04 35 45.1	 6.72	  8	eps  	Mon	Simbad
X	 44770	BD+04  1237 	 8241	2299	 30422	06 23 46.50	+04 35 45.1	 6.72	  8	eps02	Mon	Simbad
 	 44984	BD+14  1283 	 8294	2308	 30564	06 25 28.18	+14 43 19.2	 6.30	   	BL   	Ori	Simbad
 	 44990	BD+07  1273 	 8291	2310	 30541	06 25 13.00	+07 05 08.6	 6.26	   	T    	Mon	Simbad
 	 45229	CP-56  1072 	 8274	2320	 30342	06 22 55.87	-56 22 11.7	 5.60	   	nu.  	Pic	Simbad
M	 45348	CP-52   914 	 8302	2326	 30438	06 23 57.09	-52 41 44.6	-0.62	   	alf  	Car	Simbad
 	 45352	BD+20  1427 	 8359	    	 30757	06 27 46.58	+20 47 22.6	 6.54	 15	     	Gem	Simbad
 	 45394	BD+20  1428 	 8365	2330	 30769	06 27 56.69	+20 29 46.6	 6.22	 16	     	Gem	Simbad
 	 45410	BD+58   932 	 8416	2331	 31039	06 30 47.14	+58 09 48.4	 5.86	  6	     	Lyn	Simbad
M	 45412	BD+30  1238 	 8371	2332	 30827	06 28 34.09	+30 29 35.1	 5.75	 48	RT   	Aur	Simbad
 	 45416	BD+00  1426 	 8355	2334	 30717	06 27 13.76	+00 17 57.4	 5.19	 77	     	Ori	Simbad
 	 45418	BD-04  1514 	 8351	    	 30700	06 27 00.88	-04 21 20.3	 6.50	  9	     	Mon	Simbad
 	 45433	BD-00  1299 	 8356	2335	 30720	06 27 15.59	-00 16 33.6	 5.55	 78	     	Ori	Simbad
 	 45466	BD+46  1149 	 8411	2338	 30972	06 30 02.98	+46 41 07.9	 5.88	 47	     	Aur	Simbad
X	 45542	BD+20  1441 	 8394	2343	 30883	06 28 57.79	+20 12 43.8	 4.13	 18	nu.  	Gem	Simbad
X	 45542	BD+20  1441 	 8394	2343	 30883	06 28 57.79	+20 12 43.8	 4.13	   	gam  	Gem	Simbad
 	 45546	BD-04  1526 	 8378	2344	 30772	06 27 57.57	-04 45 43.7	 5.06	 10	     	Mon	Simbad
X	 45572	CD-48  2308 	 8345	2348	 30591	06 25 43.66	-48 10 36.7	 5.76	   	G    	Pup	Simbad
X	 45572	CD-48  2308 	 8345	2348	 30591	06 25 43.66	-48 10 36.7	 5.76	 15	G.   	Pup	Simbad
 	 45669	CP-69   607 	 8310	2352	 30321	06 22 38.23	-69 59 02.9	 5.56	   	pi.01	Dor	Simbad
 	 45725	BD-06  1574 	 8412	2356	 30867	06 28 49.07	-07 01 59.0	 3.76	 11	bet  	Mon	Simbad
 	 45726	BD-06  1575A	 8413	2357	      	06 28 49.50	-07 02 04.0	 5.40	 11	bet  	Mon	Simbad
 	 45727	BD-06  1575B	     	2358	      	06 28 49.50	-07 02 04.0	 5.60	 11	bet  	Mon	Simbad
 	 45813	CD-32  3066 	 8410	2361	 30788	06 28 10.22	-32 34 48.5	 4.47	   	lam  	CMa	Simbad
 	 46031	BD+16  1178 	 8462	2371	 31105	06 31 37.44	+15 54 12.7	 6.38	 19	     	Gem	Simbad
 	 46052	BD+32  1324 	 8474	2372	 31173	06 32 27.20	+32 27 17.8	 5.82	   	WW   	Aur	Simbad
 	 46101	BD+55  1093 	 8508	2376	 31359	06 34 32.80	+55 21 10.9	 6.45	  7	     	Lyn	Simbad
 	 46116	CP-69   614 	 8390	2377	 30565	06 25 28.65	-69 41 26.8	 5.37	   	pi.02	Dor	Simbad
 	 46136	BD+17  1286 	 8482	    	 31158	06 32 18.52	+17 47 03.4	 6.26	 20	     	Gem	Simbad
 	 46241	BD+04  1304 	 8494	2382	 31159	06 32 19.23	+04 51 21.6	 5.88	 12	     	Mon	Simbad
 	 46300	BD+07  1337 	 8506	2385	 31216	06 32 54.23	+07 19 58.7	 4.47	 13	     	Mon	Simbad
 	 46328	CD-23  3991 	 8496	2387	 31125	06 31 51.37	-23 25 06.4	 4.34	  4	ksi01	CMa	Simbad
 	 46355	CP-56  1095 	 8459	2389	 30932	06 29 28.54	-56 51 10.2	 5.20	 61	     	Pic	Simbad
 	 46480	BD+61   893 	 8582	2394	 31676	06 37 41.64	+61 28 54.8	 5.94	  8	     	Lyn	Simbad
 	 46553	BD+28  1168 	 8557	2398	 31434	06 35 12.06	+28 01 20.4	 5.26	 49	     	Aur	Simbad
 	 46590	BD+56  1136 	 8591	2402	 31665	06 37 38.40	+56 51 27.0	 5.87	 11	     	Lyn	Simbad
 	 46642	BD+07  1357 	 8558	2404	 31385	06 34 46.33	+07 34 21.0	 6.44	 14	     	Mon	Simbad
 	 46687	BD+38  1539 	 8581	2405	 31579	06 36 32.84	+38 26 44.0	 5.40	   	UU   	Aur	Simbad
 	 46781	BD+16  1210 	 8583	    	 31525	06 36 02.12	+16 47 49.5	 6.73	 23	     	Gem	Simbad
 	 46860	CP-58   722 	 8530	2412	 31137	06 31 58.31	-58 45 13.8	 5.69	   	mu.  	Pic	Simbad
 	 46933	BD-22  1458 	 8577	2414	 31416	06 35 03.38	-22 57 53.4	 4.54	  5	ksi02	CMa	Simbad
 	 47070	BD+39  1690 	 8648	2419	 31771	06 38 39.55	+39 23 28.0	 5.70	 51	     	Aur	Simbad
 	 47100	BD+40  1665 	 8655	2420	 31789	06 38 49.19	+39 54 09.3	 5.34	 52	psi03	Aur	Simbad
X	 47105	BD+16  1223 	 8633	2421	 31681	06 37 42.70	+16 23 57.9	 1.93	 24	gam  	Gem	Simbad
X	 47105	BD+16  1223 	 8633	2421	 31681	06 37 42.70	+16 23 57.9	 1.93	 24	phi  	Gem	Simbad
 	 47138	BD-18  1480 	 8614	2423	 31564	06 36 22.86	-18 39 35.8	 5.71	  6	nu.01	CMa	Simbad
 	 47152	BD+29  1293 	 8649	2425	 31737	06 38 23.02	+28 59 03.8	 5.76	 53	     	Aur	Simbad
 	 47174	BD+42  1585 	 8662	2427	 31832	06 39 19.83	+42 29 20.4	 4.80	 50	psi02	Aur	Simbad
 	 47205	BD-19  1502 	 8624	2429	 31592	06 36 41.00	-19 15 20.6	 3.95	  7	nu.02	CMa	Simbad
 	 47306	CP-52   953 	 8604	2435	 31407	06 34 58.59	-52 58 32.3	 4.35	   	N    	Car	Simbad
 	 47395	BD+28  1196 	 8681	2438	 31852	06 39 33.12	+28 15 47.4	 6.02	 54	     	Aur	Simbad
 	 47442	BD-18  1492 	 8660	2443	 31700	06 37 53.43	-18 14 14.8	 4.42	  8	nu.03	CMa	Simbad
 	 47670	CD-43  2576 	 8675	2451	 31685	06 37 45.67	-43 11 45.3	 3.17	   	nu.  	Pup	Simbad
 	 47731	BD+28  1207 	 8719	2453	 32019	06 41 20.90	+28 11 47.9	 6.45	 25	     	Gem	Simbad
M	 47839	BD+10  1220 	 8720	2456	 31978	06 40 58.66	+09 53 44.7	 4.66	 15	S    	Mon	Simbad
 	 47914	BD+44  1518 	 8751	2459	 32173	06 43 05.01	+44 31 28.3	 5.04	 55	psi04	Aur	Simbad
X	 47973	CD-48  2417 	 8704	2462	 31765	06 38 37.63	-48 13 12.8	 5.05	   	Y    	Pup	Simbad
X	 47973	CD-48  2417 	 8704	2462	 31765	06 38 37.63	-48 13 12.8	 5.05	   	V    	Pup	Simbad
 	 48097	BD+17  1357 	 8755	2466	 32104	06 42 24.32	+17 38 43.9	 5.20	 26	     	Gem	Simbad
 	 48250	BD+59  1015 	 8805	2470	 32438	06 46 14.15	+59 26 30.1	 4.86	 12	     	Lyn	Simbad
M	 48329	BD+25  1406 	 8786	2473	 32246	06 43 55.93	+25 07 52.2	 3.06	 27	eps  	Gem	Simbad
 	 48432	BD+57  1004 	 8826	2477	 32489	06 46 49.49	+57 10 09.4	 5.34	 13	     	Lyn	Simbad
 	 48433	BD+13  1390 	 8793	2478	 32249	06 43 59.29	+13 13 41.3	 4.49	 30	     	Gem	Simbad
 	 48450	BD+29  1327 	 8799	2480	 32311	06 44 45.46	+28 58 15.6	 5.42	 28	     	Gem	Simbad
 	 48682	BD+43  1595 	 8836	2483	 32480	06 46 44.34	+43 34 37.3	 5.24	 56	psi05	Aur	Simbad
M	 48737	BD+13  1396 	 8823	2484	 32362	06 45 17.43	+12 53 45.8	 3.35	 31	ksi  	Gem	Simbad
 	 48781	BD+48  1436 	 8858	2487	 32562	06 47 39.58	+48 47 22.1	 5.22	 57	psi06	Aur	Simbad
 	 48843	BD+12  1275 	 8834	2489	 32404	06 45 54.20	+12 41 36.8	 6.47	 32	     	Gem	Simbad
 	 48879	BD+67   454 	 8902	2490	 32864	06 50 57.09	+67 34 18.9	 5.14	 42	     	Cam	Simbad
M	 48915	BD-16  1591 	 8833	2491	 32349	06 45 09.25	-16 42 47.3	-1.44	  9	alf  	CMa	Simbad
 	 48917	CD-30  3484 	 8827	2492	 32292	06 44 28.47	-31 04 13.9	 5.23	 10	     	CMa	Simbad
 	 48977	BD+08  1486 	 8856	2494	 32463	06 46 32.42	+08 35 13.8	 5.92	 16	     	Mon	Simbad
 	 49161	BD+08  1496 	 8880	2503	 32533	06 47 19.84	+08 02 14.2	 4.77	 17	     	Mon	Simbad
 	 49229	BD-14  1584 	 8879	2504	 32492	06 46 51.09	-14 25 33.6	 5.28	 11	     	CMa	Simbad
 	 49293	BD+02  1397 	 8892	2506	 32578	06 47 51.66	+02 24 43.9	 4.48	 18	     	Mon	Simbad
 	 49333	BD-20  1576 	 8884	2509	 32504	06 47 01.49	-21 00 55.5	 6.07	 12	     	CMa	Simbad
 	 49340	BD+69   394 	 8957	2511	 33104	06 53 42.24	+68 53 17.9	 5.11	 43	     	Cam	Simbad
 	 49520	BD+41  1536 	 8931	2516	 32844	06 50 45.96	+41 46 53.6	 4.99	 58	psi07	Aur	Simbad
X	 49591	CD-37  3080 	 8899	2518	 32537	06 47 21.41	-37 55 46.8	 5.27	   	x    	Pup	Simbad
X	 49591	CD-37  3080 	 8899	2518	 32537	06 47 21.41	-37 55 46.8	 5.27	   	kap  	Pup	Simbad
 	 49606	BD+16  1298 	 8927	2519	 32753	06 49 49.85	+16 12 10.5	 5.87	 33	     	Gem	Simbad
 	 49618	BD+59  1028A	 8968	2520	 33048	06 53 05.06	+59 26 55.2	 5.34	 14	     	Lyn	Simbad
 	 49619	BD+59  1028B	     	    	      	06 53 36.00	+59 24 25.0	11.10	 14	     	Lyn	Simbad
 	 49738	BD+13  1434 	 8938	2525	 32814	06 50 25.50	+13 24 47.5	 5.68	 35	     	Gem	Simbad
 	 49877	CP-55  1063 	 8912	2526	 32531	06 47 18.71	-55 32 24.2	 5.60	   	O    	Car	Simbad
 	 49908	BD+21  1405 	 8965	2529	 32921	06 51 33.05	+21 45 40.4	 5.28	 36	d    	Gem	Simbad
 	 50013	CD-32  3404 	 8946	2538	 32759	06 49 50.47	-32 30 30.6	 3.50	 13	kap  	CMa	Simbad
 	 50018	BD+39  1771 	 8993	2539	 33041	06 53 01.41	+38 52 08.9	 6.10	 59	     	Aur	Simbad
 	 50019	BD+34  1481 	 8989	2540	 33018	06 52 47.34	+33 57 40.9	 3.60	 34	the  	Gem	Simbad
X	 50037	BD+38  1636 	 8997	2541	 33064	06 53 13.37	+38 26 18.4	 6.32	 60	     	Aur	Simbad
X	 50037	BD+38  1636 	 8997	2541	 33064	06 53 13.37	+38 26 18.4	 6.32	   	psi08	Aur	Simbad
 	 50204	BD+38  1638 	 9012	2547	 33133	06 53 57.07	+38 30 18.3	 6.46	 61	psi08	Aur	Simbad
 	 50223	CD-46  2703 	 8960	2548	 32765	06 49 54.62	-46 36 55.7	 5.14	   	X    	Pup	Simbad
 	 50241	CP-61   720 	 8941	2550	 32607	06 48 11.54	-61 56 31.1	 3.24	   	alf  	Pic	Simbad
 	 50310	CD-50  2415 	 8969	2553	 32768	06 49 56.14	-50 36 51.8	 2.94	   	tau  	Pup	Simbad
 	 50337	CP-53  1168 	 8972	2554	 32761	06 49 51.32	-53 37 21.0	 4.41	   	A    	Car	Simbad
 	 50506	CP-80   196 	 8869	2559	 31897	06 40 02.91	-80 48 49.4	 5.61	   	zet  	Men	Simbad
 	 50522	BD+58   982 	 9082	2560	 33449	06 57 16.60	+58 25 23.0	 4.35	 15	     	Lyn	Simbad
M	 50635	BD+13  1462 	 9049	2564	 33202	06 54 38.59	+13 10 40.9	 4.73	 38	e    	Gem	Simbad
 	 50658	BD+46  1203 	 9075	2568	 33377	06 56 32.06	+46 16 26.4	 5.85	   	psi09	Aur	Simbad
 	 50692	BD+25  1496 	 9064	2569	 33277	06 55 18.69	+25 22 32.3	 5.74	 37	     	Gem	Simbad
X	 50707	BD-20  1616 	 9034	2571	 33092	06 53 32.91	-20 13 27.3	 4.82	 15	     	CMa	Simbad
X	 50707	BD-20  1616 	 9034	2571	 33092	06 53 32.91	-20 13 27.3	 4.82	 15	pi.01	CMa	Simbad
 	 50778	BD-11  1681 	 9051	2574	 33160	06 54 11.48	-12 02 18.9	 4.08	 14	the  	CMa	Simbad
 	 50877	CD-24  4567 	 9059	2580	 33152	06 54 07.95	-24 11 03.2	 3.89	 16	omi01	CMa	Simbad
X	 50973	BD+45  1367 	 9113	2585	 33485	06 57 37.12	+45 05 38.8	 4.90	 16	     	Lyn	Simbad
X	 50973	BD+45  1367 	 9113	2585	 33485	06 57 37.12	+45 05 38.8	 4.90	   	psi10	Aur	Simbad
X	 51055	BD-20  1624 	 9078	2588	 33248	06 55 02.74	-20 24 17.5	 5.80	 17	     	CMa	Simbad
X	 51055	BD-20  1624 	 9078	2588	 33248	06 55 02.74	-20 24 17.5	 5.80	 17	pi.02	CMa	Simbad
X	 51199	BD-19  1610 	 9096	2590	 33302	06 55 37.40	-20 08 11.7	 4.66	 19	pi.  	CMa	Simbad
X	 51199	BD-19  1610 	 9096	2590	 33302	06 55 37.40	-20 08 11.7	 4.66	 19	pi.03	CMa	Simbad
M	 51250	BD-13  1741 	 9103	2593	 33345	06 56 06.65	-14 02 36.4	 5.00	 18	mu.  	CMa	Simbad
 	 51309	BD-16  1661 	 9107	2596	 33347	06 56 08.23	-17 03 15.3	 4.36	 20	iot  	CMa	Simbad
 	 51440	BD+38  1656 	 9151	2600	 33614	06 59 02.88	+38 03 09.4	 6.02	 62	     	Aur	Simbad
 	 51530	BD+26  1405 	 9153	2601	 33595	06 58 47.52	+26 04 51.1	 6.20	 39	     	Gem	Simbad
X	 51557	CP-70   572 	 9057	2602	 32912	06 51 26.98	-70 57 48.5	 5.41	   	iot  	Vol	Simbad
X	 51557	CP-70   572 	 9057	2602	 32912	06 51 26.98	-70 57 48.5	 5.41	   	tau  	Vol	Simbad
 	 51688	BD+26  1411 	 9176	2605	 33650	06 59 27.94	+25 54 51.1	 6.40	 40	     	Gem	Simbad
 	 52005	BD+16  1354 	 9200	2615	 33715	07 00 15.82	+16 04 44.4	 5.73	 41	     	Gem	Simbad
M	 52089	CD-28  3666 	 9188	2618	 33579	06 58 37.55	-28 58 19.5	 1.50	 21	eps  	CMa	Simbad
 	 52092	CD-33  3389 	 9184	2619	 33558	06 58 25.11	-34 06 42.2	 5.07	   	t    	Pup	Simbad
 	 52497	BD+24  1502 	 9263	2630	 33927	07 02 24.78	+24 12 55.6	 5.20	 42	ome  	Gem	Simbad
 	 52877	CD-27  3544 	 9276	2646	 33856	07 01 43.15	-27 56 05.4	 3.49	 22	sig  	CMa	Simbad
 	 52918	BD-04  1788 	 9293	2648	 33971	07 02 54.78	-04 14 21.3	 4.99	 19	     	Mon	Simbad
M	 52973	BD+20  1687 	 9313	2650	 34088	07 04 06.54	+20 34 13.1	 4.01	 43	zet  	Gem	Simbad
 	 53047	CD-51  2224 	 9273	2652	 33779	07 00 51.51	-51 24 09.5	 5.14	 23	     	Car	Simbad
 	 53138	CD-23  4797 	 9307	2653	 33977	07 03 01.47	-23 49 59.9	 3.02	 24	omi02	CMa	Simbad
M	 53244	BD-15  1625 	 9320	2657	 34045	07 03 45.49	-15 37 59.7	 4.11	 23	gam  	CMa	Simbad
 	 53257	BD+22  1566 	 9337	2659	 34182	07 05 18.37	+22 38 14.9	 6.00	 44	     	Gem	Simbad
 	 53633	BD+61   938 	 9411	    	 34572	07 09 37.78	+60 47 31.9	 6.64	 17	     	Lyn	Simbad
X	 53704	CD-42  2929 	 9342	2666	 34081	07 04 02.81	-42 20 14.8	 5.20	   	C    	Pup	Simbad
X	 53704	CD-42  2929 	 9342	2666	 34081	07 04 02.81	-42 20 14.8	 5.20	 59	G.   	Pup	Simbad
 	 53791	BD+22  1577 	 9390	2671	      	07 07 21.40	+22 42 13.0	 7.68	   	R    	Gem	Simbad
X	 53811	CD-49  2587 	 9348	2672	 34059	07 03 53.66	-49 35 03.3	 4.92	   	H    	Pup	Simbad
X	 53811	CD-49  2587 	 9348	2672	 34059	07 03 53.66	-49 35 03.3	 4.92	 61	G.   	Pup	Simbad
 	 54131	BD+16  1397 	 9421	2684	 34440	07 08 22.04	+15 55 51.3	 5.47	 45	     	Gem	Simbad
 	 54239	CP-79   238 	 9278	2689	 33384	06 56 34.48	-79 25 12.7	 5.45	   	the  	Men	Simbad
 	 54475	CD-40  2930 	 9419	2691	 34339	07 07 07.09	-40 53 35.9	 5.80	   	D    	Pup	Simbad
M	 54605	CD-26  3916 	 9443	2693	 34444	07 08 23.49	-26 23 35.5	 1.83	 25	del  	CMa	Simbad
 	 54716	BD+39  1882 	 9490	2696	 34752	07 11 39.29	+39 19 14.0	 4.91	 63	     	Aur	Simbad
 	 54719	BD+30  1439 	 9484	2697	 34693	07 11 08.39	+30 14 43.0	 4.41	 46	tau  	Gem	Simbad
 	 54801	BD+27  1327 	 9493	2700	 34722	07 11 23.08	+26 51 24.0	 5.75	 47	     	Gem	Simbad
 	 54810	BD-04  1840 	 9477	2701	 34622	07 10 13.68	-04 14 15.5	 4.91	 20	     	Mon	Simbad
 	 54893	CD-39  3105 	 9463	2702	 34495	07 08 51.08	-39 39 20.4	 4.83	   	A    	Pup	Simbad
 	 55052	BD+24  1558 	 9521	2706	 34819	07 12 26.39	+24 07 43.3	 5.85	 48	     	Gem	Simbad
 	 55057	BD-00  1634 	 9505	2707	 34724	07 11 23.63	-00 18 06.9	 5.44	 21	     	Mon	Simbad
 	 55156	BD+25  1609 	 9534	    	 34861	07 12 49.38	+25 44 55.1	 7.06	 49	     	Gem	Simbad
 	 55185	BD-00  1636 	 9518	2714	 34769	07 11 51.86	-00 29 34.0	 4.15	 22	del  	Mon	Simbad
 	 55280	BD+59  1065 	 9581	2715	 35146	07 15 55.02	+59 38 17.1	 5.20	 18	     	Lyn	Simbad
X	 55383	BD+16  1417 	 9551	2717	 34909	07 13 22.27	+16 09 32.6	 5.07	 51	     	Gem	Simbad
X	 55383	BD+16  1417 	 9551	2717	 34909	07 13 22.27	+16 09 32.6	 5.07	 51	BQ   	Gem	Simbad
 	 55522	CD-25  4191 	 9545	2718	 34798	07 12 12.22	-25 56 33.4	 5.91	 26	     	CMa	Simbad
 	 55621	BD+25  1618 	 9585	2725	 35025	07 14 41.94	+24 53 06.7	 5.84	 52	     	Gem	Simbad
X	 55719	CD-40  2987 	 9554	2727	 34802	07 12 15.82	-40 29 55.6	 5.30	   	E    	Pup	Simbad
X	 55719	CD-40  2987 	 9554	2727	 34802	07 12 15.82	-40 29 55.6	 5.30	 70	G.   	Pup	Simbad
X	 55864	CP-70   600B	 9513	2735	 34473	07 08 42.34	-70 29 50.4	 5.68	   	gam01	Vol	Simbad
X	 55864	CP-70   600B	 9513	2735	 34473	07 08 42.34	-70 29 50.4	 5.68	   	gam  	Vol	Simbad
X	 55865	CP-70   600A	 9514	2736	 34481	07 08 44.82	-70 29 57.1	 3.78	   	gam02	Vol	Simbad
X	 55865	CP-70   600A	 9514	2736	 34481	07 08 44.82	-70 29 57.1	 3.78	   	gam  	Vol	Simbad
 	 55870	BD+28  1350 	 9627	2738	 35152	07 15 57.18	+27 53 50.7	 5.75	 53	     	Gem	Simbad
X	 55892	CD-46  2977 	 9569	2740	 34834	07 12 33.74	-46 45 34.4	 4.49	   	I    	Pup	Simbad
X	 55892	CD-46  2977 	 9569	2740	 34834	07 12 33.74	-46 45 34.4	 4.49	 71	     	Pup	Simbad
 	 55966	BD+82   201 	 9851	2742	 36547	07 31 04.48	+82 24 41.6	 4.92	   	VZ   	Cam	Simbad
 	 56003	BD+00  1871 	 9622	2744	 35080	07 15 19.41	-00 09 40.7	 6.42	 24	     	Mon	Simbad
 	 56014	CD-26  4057 	 9608	2745	 34981	07 14 15.22	-26 21 09.1	 4.42	 27	     	CMa	Simbad
X	 56022	CD-44  3223 	 9591	2746	 34899	07 13 13.37	-45 10 57.1	 4.87	   	L01  	Pup	Simbad
X	 56022	CD-44  3223 	 9591	2746	 34899	07 13 13.37	-45 10 57.1	 4.87	 72	G.   	Pup	Simbad
 	 56096	CD-44  3227 	 9604	2748	 34922	07 13 32.23	-44 38 25.9	 4.42	   	L02  	Pup	Simbad
 	 56139	CD-26  4073 	 9625	2749	 35037	07 14 48.66	-26 46 21.7	 4.01	 28	ome  	CMa	Simbad
 	 56221	BD+41  1630 	 9677	2753	 35341	07 18 02.22	+40 53 00.1	 5.87	 64	     	Aur	Simbad
 	 56537	BD+16  1443 	 9701	2763	 35350	07 18 05.61	+16 32 25.7	 3.58	 54	lam  	Gem	Simbad
 	 56577	CD-23  5189 	 9675	2764	 35210	07 16 36.84	-23 18 56.2	 4.83	145	     	CMa	Simbad
 	 56820	BD+60  1048 	 9775	2772	 35735	07 22 17.19	+59 54 07.1	 6.36	 47	     	Cam	Simbad
 	 56855	CD-36  3489 	 9706	2773	 35264	07 17 08.56	-37 05 51.0	 2.71	   	pi.  	Pup	Simbad
M	 56986	BD+22  1645 	 9755	2777	 35550	07 20 07.39	+21 58 56.4	 3.50	 55	del  	Gem	Simbad
X	 57060	CD-24  5173 	 9734	2781	 35412	07 18 40.38	-24 33 31.3	 4.88	 29	UW   	CMa	Simbad
X	 57060	CD-24  5173 	 9734	2781	 35412	07 18 40.38	-24 33 31.3	 4.88	 29	UV   	CMa	Simbad
 	 57061	CD-24  5176 	 9736	2782	 35415	07 18 42.49	-24 57 15.8	 4.37	 30	tau  	CMa	Simbad
 	 57066	BD+50  1420A	 9789	    	 35726	07 22 13.45	+50 08 50.7	 7.59	 20	     	Lyn	Simbad
 	 57102	BD+55  1192A	 9799	2783	 35783	07 22 50.85	+55 17 03.8	 6.86	 19	     	Lyn	Simbad
 	 57103	BD+55  1192B	 9800	2784	 35785	07 22 52.06	+55 16 53.3	 5.80	 19	     	Lyn	Simbad
X	 57150	CD-36  3512 	 9733	2787	 35363	07 18 18.40	-36 44 02.3	 4.65	   	v01  	Pup	Simbad
X	 57150	CD-36  3512 	 9733	2787	 35363	07 18 18.40	-36 44 02.3	 4.65	   	ups01	Pup	Simbad
 	 57167	BD-16  1898 	 9758	2788	 35487	07 19 28.08	-16 23 41.7	 5.70	   	R    	CMa	Simbad
 	 57197	CD-43  3093 	 9732	2789	 35347	07 18 04.26	-43 59 12.4	 5.86	   	M    	Pup	Simbad
X	 57219	CD-36  3519 	 9746	2790	 35406	07 18 38.19	-36 44 33.9	 5.11	   	v02  	Pup	Simbad
X	 57219	CD-36  3519 	 9746	2790	 35406	07 18 38.19	-36 44 33.9	 5.11	   	ups02	Pup	Simbad
 	 57240	CD-38  3309 	 9743	2791	 35393	07 18 33.52	-39 12 37.1	 5.24	   	F    	Pup	Simbad
 	 57264	BD+37  1707 	 9796	2793	 35710	07 22 02.69	+36 45 38.3	 5.12	 65	     	Aur	Simbad
 	 57423	BD+20  1775 	 9808	2795	 35699	07 21 56.90	+20 26 37.4	 5.09	 56	     	Gem	Simbad
 	 57623	CP-67   730 	 9747	2803	 35228	07 16 49.83	-67 57 25.8	 3.97	   	del  	Vol	Simbad
 	 57669	BD+40  1852 	 9850	2805	 35907	07 24 08.47	+40 40 20.8	 5.23	 66	     	Aur	Simbad
M	 57727	BD+25  1660 	 9843	2808	 35846	07 23 28.55	+25 03 02.2	 5.04	 57	A    	Gem	Simbad
 	 57744	BD+23  1698 	 9844	2810	 35842	07 23 28.15	+22 56 43.6	 6.17	 58	     	Gem	Simbad
 	 57927	BD+27  1374 	 9868	2816	 35941	07 24 33.44	+27 38 16.1	 5.77	 59	     	Gem	Simbad
 	 58142	BD+49  1623 	 9909	2818	 36145	07 26 42.86	+49 12 41.9	 4.61	 21	     	Lyn	Simbad
 	 58187	BD+11  1578 	 9891	2820	 35987	07 24 58.19	+11 40 10.4	 5.37	  1	     	CMi	Simbad
M	 58207	BD+28  1385 	 9897	2821	 36046	07 25 43.68	+27 47 53.8	 3.78	 60	iot  	Gem	Simbad
X	 58350	CD-29  4328 	 9886	2827	 35904	07 24 05.71	-29 18 11.2	 2.45	 31	eta  	CMa	Simbad
X	 58350	CD-29  4328 	 9886	2827	 35904	07 24 05.71	-29 18 11.2	 2.45	 31	eta01	CMa	Simbad
 	 58367	BD+09  1643 	 9908	2828	 36041	07 25 38.90	+09 16 34.0	 4.99	  2	eps  	CMi	Simbad
 	 58579	BD+20  1805 	 9937	2837	 36156	07 26 56.33	+20 15 27.3	 5.94	 61	     	Gem	Simbad
M	 58715	BD+08  1774 	 9947	2845	 36188	07 27 09.07	+08 17 21.9	 2.89	  3	bet  	CMi	Simbad
 	 58728	BD+21  1602 	 9957	2846	 36238	07 27 44.39	+21 26 44.0	 5.20	 63	     	Gem	Simbad
 	 58855	BD+49  1630 	 9992	2849	 36439	07 29 55.86	+49 40 21.6	 5.35	 22	     	Lyn	Simbad
 	 58923	BD+07  1729 	 9970	2851	 36265	07 28 02.08	+06 56 31.5	 5.22	  5	eta  	CMi	Simbad
 	 58946	BD+32  1562 	 9987	2852	 36366	07 29 06.61	+31 47 02.7	 4.16	 62	rho  	Gem	Simbad
 	 58972	BD+09  1660 	 9974	2854	 36284	07 28 09.83	+08 55 31.8	 4.33	  4	gam  	CMi	Simbad
X	 59037	BD+28  1396 	 9997	2857	 36393	07 29 20.46	+28 07 06.3	 5.07	 64	     	Gem	Simbad
X	 59037	BD+28  1396 	 9997	2857	 36393	07 29 20.46	+28 07 06.3	 5.07	 64	b01  	Gem	Simbad
X	 59148	BD+28  1400 	10015	2861	 36429	07 29 48.78	+27 54 58.3	 5.01	 65	b    	Gem	Simbad
X	 59148	BD+28  1400 	10015	2861	 36429	07 29 48.78	+27 54 58.3	 5.01	 65	b02  	Gem	Simbad
